股票代码,股票简称,最新涨跌幅,个股热度[20250506],个股热度排名[20250506],market_code,code,最新价
600410.SH,华胜天成,6.690,363236.5,1,17,600410,
002229.SZ,鸿博股份,9.972,289923.5,2,33,002229,
000158.SZ,常山北明,9.995,225271.5,3,33,000158,
002261.SZ,拓维信息,4.128,194380.0,4,33,002261,
002915.SZ,中欣氟材,9.985,180983.0,5,33,002915,
002365.SZ,永安药业,-9.972,152363.0,6,33,002365,
002553.SZ,南方精工,9.995,143841.5,7,33,002553,
002164.SZ,宁波东力,10.037,141693.0,8,33,002164,
002165.SZ,红宝丽,-2.047,127115.0,9,33,002165,
000565.SZ,渝三峡A,10.058,123858.5,10,33,000565,
002006.SZ,精工科技,9.974,119249.0,11,33,002006,
300005.SZ,探路者,19.976,110344.0,12,33,300005,
002251.SZ,步步高,-10.015,106397.5,13,33,002251,
002730.SZ,电光科技,10.028,105899.5,14,33,002730,
600986.SH,浙文互联,10.014,94157.0,15,17,600986,
002471.SZ,中超控股,10.000,91095.5,16,33,002471,
603030.SH,全筑股份,10.000,89544.5,17,17,603030,
000016.SZ,深康佳A,10.101,86354.0,18,33,000016,
603359.SH,东珠生态,9.986,86142.0,19,17,603359,
000627.SZ,天茂集团,-9.868,83963.5,20,33,000627,
603300.SH,海南华铁,4.263,80509.5,21,17,603300,
002131.SZ,利欧股份,-1.061,79610.5,22,33,002131,3.73
600592.SH,龙溪股份,10.000,79254.5,23,17,600592,
600839.SH,四川长虹,0.671,78570.5,24,17,600839,
600580.SH,卧龙电驱,6.855,77664.0,25,17,600580,
603507.SH,振江股份,10.008,74659.5,26,17,603507,
002272.SZ,川润股份,10.023,72203.0,27,33,002272,
600589.SH,大位科技,-3.649,67906.5,28,17,600589,
603166.SH,福达股份,9.973,67183.0,29,17,603166,
301316.SZ,慧博云通,7.527,64062.0,30,33,301316,
002570.SZ,贝因美,1.495,63167.5,31,33,002570,
300548.SZ,博创科技,2.809,62578.5,32,33,300548,
300366.SZ,创意信息,19.933,61623.5,33,33,300366,
002354.SZ,天娱数科,-3.593,61056.5,34,33,002354,
000665.SZ,湖北广电,10.045,60998.0,35,33,000665,
603040.SH,新坐标,9.987,60995.0,36,17,603040,
002122.SZ,汇洲智能,-10.082,60666.0,37,33,002122,
600828.SH,茂业商业,-2.467,60440.0,38,17,600828,
601956.SH,东贝集团,-10.027,58392.0,39,17,601956,
603893.SH,瑞芯微,10.002,58363.5,40,17,603893,
002436.SZ,兴森科技,10.018,58161.5,41,33,002436,
601086.SH,国芳集团,-9.964,57926.5,42,17,601086,
000034.SZ,神州数码,6.092,57585.0,43,33,000034,
002286.SZ,保龄宝,10.024,54646.5,44,33,002286,
603586.SH,金麒麟,10.026,54533.0,45,17,603586,
300879.SZ,大叶股份,17.065,54299.5,46,33,300879,
600889.SH,南京化纤,10.000,54076.5,47,17,600889,
600774.SH,汉商集团,10.049,53066.0,48,17,600774,
000977.SZ,浪潮信息,4.522,51040.0,49,33,000977,
301008.SZ,宏昌科技,20.000,50382.0,50,33,301008,
600610.SH,中毅达,0.654,49167.0,51,17,600610,
600744.SH,华银电力,-9.980,49028.5,52,17,600744,
002861.SZ,瀛通通讯,9.992,48286.0,53,33,002861,
002475.SZ,立讯精密,1.048,48279.5,54,33,002475,
002196.SZ,方正电机,1.644,47174.5,55,33,002196,
000678.SZ,襄阳轴承,6.860,47152.0,56,33,000678,
600340.SH,华夏幸福,10.138,47030.0,57,17,600340,
301387.SZ,光大同创,20.012,46545.0,58,33,301387,
002298.SZ,中电鑫龙,4.546,46376.0,59,33,002298,
600126.SH,杭钢股份,1.009,46170.5,60,17,600126,
603985.SH,恒润股份,5.233,46056.5,61,17,603985,
002276.SZ,万马股份,1.997,45978.5,62,33,002276,
300225.SZ,金力泰,9.326,45484.0,63,33,300225,
002965.SZ,祥鑫科技,9.998,45304.0,64,33,002965,
002355.SZ,兴民智通,10.018,44154.0,65,33,002355,
603123.SH,翠微股份,10.052,43866.5,66,17,603123,
300100.SZ,双林股份,4.274,43513.0,67,33,300100,
002933.SZ,新兴装备,9.994,43353.5,68,33,002933,
600875.SH,东方电气,0.264,43335.5,69,17,600875,
600644.SH,乐山电力,-6.173,43241.5,70,17,600644,
600797.SH,浙大网新,3.465,43152.5,71,17,600797,
603922.SH,金鸿顺,10.023,42390.0,72,17,603922,
002195.SZ,岩山科技,3.000,41192.5,73,33,002195,
002611.SZ,东方精工,3.958,40603.5,74,33,002611,
000815.SZ,美利云,1.624,40264.5,75,33,000815,
002594.SZ,比亚迪,-0.538,39730.0,76,33,002594,
000837.SZ,秦川机床,6.544,38788.0,77,33,000837,
605069.SH,正和生态,10.011,38669.5,78,17,605069,
300766.SZ,每日互动,4.079,38435.5,79,33,300766,
603955.SH,大千生态,10.013,38076.0,80,17,603955,
600602.SH,云赛智联,1.251,37757.0,81,17,600602,
002031.SZ,巨轮智能,2.497,37545.0,82,33,002031,
002809.SZ,红墙股份,-9.992,37540.5,83,33,002809,
688280.SH,精进电动,19.931,37475.5,84,17,688280,
600186.SH,莲花控股,-2.802,37329.5,85,17,600186,
605133.SH,嵘泰股份,9.991,37008.5,86,17,605133,
300047.SZ,天源迪科,8.887,36987.5,87,33,300047,
601008.SH,连云港,-9.916,36923.0,88,17,601008,
300339.SZ,润和软件,4.390,36868.0,89,33,300339,
301236.SZ,软通动力,3.565,36247.0,90,33,301236,
002094.SZ,青岛金王,-5.335,36152.5,91,33,002094,
002664.SZ,信质集团,10.026,35879.0,92,33,002664,
601177.SH,杭齿前进,3.026,35584.0,93,17,601177,
603696.SH,安记食品,-10.025,34727.5,94,17,603696,
002189.SZ,中光学,9.994,34702.5,95,33,002189,
600281.SH,华阳新材,5.459,34275.5,96,17,600281,
601127.SH,赛力斯,2.753,34160.0,97,17,601127,
002537.SZ,海联金汇,-4.270,34139.5,98,33,002537,
002427.SZ,尤夫股份,-9.849,33910.5,99,33,002427,
000965.SZ,天保基建,-9.314,33197.5,100,33,000965,
600505.SH,西昌电力,-8.927,32314.5,101,17,600505,15.61
002564.SZ,天沃科技,-4.426,32175.0,102,33,002564,5.83
002055.SZ,得润电子,7.331,31742.5,103,33,002055,5.71
603110.SH,东方材料,4.762,29525.5,104,17,603110,18.70
002369.SZ,卓翼科技,5.952,29460.0,105,33,002369,8.90
600515.SH,海南机场,0.000,29385.0,106,17,600515,3.51
002050.SZ,三花智控,2.919,29338.0,107,33,002050,26.80
603322.SH,超讯通信,10.000,29122.5,108,17,603322,32.23
600571.SH,信雅达,2.943,28846.5,109,17,600571,16.09
603119.SH,浙江荣泰,7.041,28778.0,110,17,603119,48.04
002255.SZ,海陆重工,-6.689,28377.0,111,33,002255,8.37
002881.SZ,美格智能,3.474,28371.5,112,33,002881,49.15
002584.SZ,西陇科学,1.687,28327.0,113,33,002584,9.04
600276.SH,恒瑞医药,3.024,28201.0,114,17,600276,51.10
002418.SZ,康盛股份,5.919,28152.5,115,33,002418,3.40
601888.SH,中国中免,1.733,27779.0,116,17,601888,63.40
002128.SZ,电投能源,-0.943,27703.5,117,33,002128,17.85
300251.SZ,光线传媒,1.367,27687.0,118,33,300251,19.28
603986.SH,兆易创新,1.555,27684.5,119,17,603986,128.69
002201.SZ,九鼎新材,9.966,27385.0,120,33,002201,6.51
600111.SH,北方稀土,0.215,27281.0,121,17,600111,23.29
603900.SH,莱绅通灵,10.000,27104.5,122,17,603900,6.71
000625.SZ,长安汽车,1.407,27037.5,123,33,000625,12.25
600733.SH,北汽蓝谷,2.639,26974.0,124,17,600733,7.39
002765.SZ,蓝黛科技,5.207,26792.0,125,33,002765,15.76
002896.SZ,中大力德,4.055,26784.0,126,33,002896,91.10
000062.SZ,深圳华强,0.787,26715.5,127,33,000062,25.62
002600.SZ,领益智造,3.101,26535.5,128,33,002600,7.98
000066.SZ,中国长城,1.312,26341.5,129,33,000066,14.67
300065.SZ,海兰信,1.453,26216.0,130,33,300065,15.36
603881.SH,数据港,2.332,26053.5,131,17,603881,32.47
600735.SH,新华锦,10.058,25948.5,132,17,600735,5.69
301076.SZ,新瀚新材,-5.028,25948.0,133,33,301076,39.10
003003.SZ,天元股份,-9.986,25812.5,134,33,003003,12.44
001316.SZ,润贝航科,10.000,25631.0,135,33,001316,39.05
002491.SZ,通鼎互联,10.024,25443.0,136,33,002491,4.61
603259.SH,药明康德,-2.118,25121.5,137,17,603259,59.17
605358.SH,立昂微,7.811,24903.5,138,17,605358,25.95
603019.SH,中科曙光,1.719,24902.5,139,17,603019,63.32
002065.SZ,东华软件,1.031,24761.0,140,33,002065,9.80
002009.SZ,天奇股份,4.663,24717.0,141,33,002009,15.04
603667.SH,五洲新春,5.354,24566.5,142,17,603667,37.39
601933.SH,永辉超市,-0.960,24495.5,143,17,601933,5.16
600793.SH,宜宾纸业,10.004,24413.5,144,17,600793,24.85
301396.SZ,宏景科技,3.778,24265.5,145,33,301396,84.87
002456.SZ,欧菲光,1.440,24185.0,146,33,002456,11.27
600887.SH,伊利股份,3.369,24075.5,147,17,600887,29.76
603086.SH,先达股份,-0.911,24046.5,148,17,603086,8.70
002640.SZ,跨境通,-2.571,23974.5,149,33,002640,3.79
002085.SZ,万丰奥威,1.581,23908.5,150,33,002085,16.71
001339.SZ,智微智能,6.077,23824.0,151,33,001339,52.02
603686.SH,福龙马,5.634,23747.5,152,17,603686,12.75
002530.SZ,金财互联,-0.481,23536.5,153,33,002530,10.35
601398.SH,工商银行,-3.576,23505.0,154,17,601398,7.01
600206.SH,有研新材,0.389,23312.0,155,17,600206,18.05
601595.SH,上海电影,10.007,23243.5,156,17,601595,32.76
001212.SZ,中旗新材,-8.485,23195.5,157,33,001212,54.36
000617.SZ,中油资本,-2.966,23187.0,158,33,000617,6.87
600794.SH,保税科技,-6.573,23185.0,159,17,600794,3.98
300085.SZ,银之杰,1.420,23170.5,160,33,300085,31.43
000063.SZ,中兴通讯,1.526,23127.5,161,33,000063,31.94
603883.SH,老百姓,9.989,22797.0,162,17,603883,20.15
000681.SZ,视觉中国,4.188,22569.5,163,33,000681,20.40
000510.SZ,新金路,-9.336,22421.0,164,33,000510,4.37
000880.SZ,潍柴重机,4.749,22294.0,165,33,000880,35.29
000887.SZ,中鼎股份,4.556,22293.5,166,33,000887,18.13
002546.SZ,新联电子,9.978,22276.5,167,33,002546,4.96
300059.SZ,东方财富,0.390,22145.0,168,33,300059,20.57
600939.SH,重庆建工,10.000,22124.5,169,17,600939,2.97
002230.SZ,科大讯飞,2.044,22115.0,170,33,002230,46.93
300773.SZ,拉卡拉,-3.415,22011.0,171,33,300773,21.21
000818.SZ,航锦科技,2.063,21942.0,172,33,000818,24.24
603839.SH,安正时尚,10.095,21668.5,173,17,603839,5.78
300170.SZ,汉得信息,0.258,21662.5,174,33,300170,19.45
600900.SH,长江电力,0.136,21661.0,175,17,600900,29.50
300124.SZ,汇川技术,6.660,21632.0,176,33,300124,71.59
300458.SZ,全志科技,4.042,21457.0,177,33,300458,40.16
002581.SZ,未名医药,9.983,21445.0,178,33,002581,6.61
002315.SZ,焦点科技,8.936,21385.5,179,33,002315,42.30
002241.SZ,歌尔股份,1.583,21370.0,180,33,002241,21.18
600337.SH,美克家居,9.827,21355.5,181,17,600337,1.90
601727.SH,上海电气,1.534,21275.5,182,17,601727,7.28
603809.SH,豪能股份,8.718,21248.0,183,17,603809,14.59
600519.SH,贵州茅台,0.194,21170.0,184,17,600519,1547.00
002194.SZ,武汉凡谷,-1.645,21159.5,185,33,002194,11.96
002249.SZ,大洋电机,3.125,21093.5,186,33,002249,6.93
603496.SH,恒为科技,4.600,21073.0,187,17,603496,25.47
600678.SH,四川金顶,2.625,20948.0,188,17,600678,7.82
300379.SZ,东方通,,20822.0,189,33,300379,
002583.SZ,海能达,0.090,20438.0,190,33,002583,11.11
000601.SZ,韶能股份,-8.590,20430.5,191,33,000601,5.64
300738.SZ,奥飞数据,2.665,20131.0,192,33,300738,23.50
002549.SZ,凯美特气,-0.240,20006.0,193,33,002549,8.30
002098.SZ,浔兴股份,-8.194,19896.0,194,33,002098,9.30
603319.SH,美湖股份,3.033,19862.5,195,17,603319,38.39
603887.SH,城地香江,5.856,19764.0,196,17,603887,18.98
601188.SH,龙江交通,-0.771,19762.0,197,17,601188,3.86
000584.SZ,*ST工智,,19691.5,198,33,000584,
605588.SH,冠石科技,10.002,19685.5,199,17,605588,46.96
603489.SH,八方股份,10.008,19572.5,200,17,603489,26.82
002422.SZ,科伦药业,9.994,19545.5,201,33,002422,36.21
300972.SZ,万辰集团,12.075,19531.0,202,33,300972,164.75
600588.SH,用友网络,5.572,19516.0,203,17,600588,14.59
002747.SZ,埃斯顿,4.330,19431.5,204,33,002747,20.00
603065.SH,宿迁联盛,-7.667,19301.5,205,17,603065,8.55
000858.SZ,五粮液,-0.656,19271.0,206,33,000858,128.70
601789.SH,宁波建工,5.058,19184.0,207,17,601789,5.40
600200.SH,江苏吴中,,19136.5,208,17,600200,
000981.SZ,山子高科,4.706,19043.0,209,33,000981,1.78
000333.SZ,美的集团,-0.782,18711.5,210,33,000333,73.62
600988.SH,赤峰黄金,-0.980,18555.5,211,17,600988,26.27
300432.SZ,富临精工,5.932,18475.5,212,33,300432,20.00
300007.SZ,汉威科技,0.536,18342.5,213,33,300007,41.27
002901.SZ,大博医疗,10.000,18314.0,214,33,002901,36.96
002130.SZ,沃尔核材,1.947,18150.5,215,33,002130,18.33
002123.SZ,梦网科技,2.687,18044.0,216,33,002123,13.76
605151.SH,西上海,9.988,17988.5,217,17,605151,17.62
603501.SH,韦尔股份,2.469,17969.0,218,17,603501,131.58
300281.SZ,金明精机,11.312,17919.0,219,33,300281,6.79
002278.SZ,神开股份,-0.999,17896.0,220,33,002278,7.93
002717.SZ,ST岭南,-5.128,17873.5,221,33,002717,2.59
838810.BJ,春光智能,29.975,17852.0,222,151,838810,21.16
605255.SH,天普股份,10.007,17842.0,223,17,605255,16.93
603918.SH,金桥信息,0.495,17784.5,224,17,603918,18.28
605208.SH,永茂泰,6.162,17774.5,225,17,605208,12.75
600336.SH,澳柯玛,7.981,17696.0,226,17,600336,6.63
601012.SH,隆基绿能,-1.077,17634.0,227,17,601012,14.70
603313.SH,梦百合,1.695,17463.0,228,17,603313,7.80
002402.SZ,和而泰,4.444,17457.5,229,33,002402,19.74
600171.SH,上海贝岭,0.516,17438.5,230,17,600171,35.05
601138.SH,工业富联,-0.166,17336.0,231,17,601138,18.06
002406.SZ,远东传动,4.611,17315.0,232,33,002406,7.26
301000.SZ,肇民科技,-5.574,17310.5,233,33,301000,52.52
000938.SZ,紫光股份,2.906,17277.0,234,33,000938,25.14
603716.SH,塞力医疗,3.887,17234.5,235,17,603716,10.69
300502.SZ,新易盛,-0.620,17205.5,236,33,300502,89.79
600104.SH,上汽集团,4.169,17179.0,237,17,600104,16.24
002929.SZ,润建股份,2.743,17079.5,238,33,002929,50.20
300258.SZ,精锻科技,11.278,17064.0,239,33,300258,13.32
603616.SH,韩建河山,10.031,17030.0,240,17,603616,3.51
603185.SH,弘元绿能,9.992,16945.5,241,17,603185,14.20
002265.SZ,建设工业,5.385,16935.5,242,33,002265,20.94
600036.SH,招商银行,-3.000,16824.5,243,17,600036,40.74
002562.SZ,兄弟科技,-6.996,16754.5,244,33,002562,4.52
603666.SH,亿嘉和,6.742,16716.5,245,17,603666,36.89
002843.SZ,泰嘉股份,2.178,16566.0,246,33,002843,24.87
002648.SZ,卫星化学,0.667,16444.5,247,33,002648,18.11
600728.SH,佳都科技,2.376,16385.0,248,17,600728,5.17
300274.SZ,阳光电源,-1.142,16383.0,249,33,300274,60.60
600309.SH,万华化学,-0.110,16368.0,250,17,600309,54.44
300718.SZ,长盛轴承,3.966,16324.0,251,33,300718,79.95
600743.SH,华远地产,10.059,16296.0,252,17,600743,1.86
002693.SZ,*ST双成,-5.041,16281.0,253,33,002693,8.10
603863.SH,松炀资源,10.042,16219.0,254,17,603863,13.04
600310.SH,广西能源,-7.792,16129.0,255,17,600310,4.26
300229.SZ,拓尔思,6.112,16082.0,256,33,300229,18.23
300308.SZ,中际旭创,0.481,16072.0,257,33,300308,83.49
000651.SZ,格力电器,-1.535,16026.5,258,33,000651,45.56
002851.SZ,麦格米特,0.535,15999.5,259,33,002851,43.26
000785.SZ,居然智家,3.115,15993.0,260,33,000785,3.31
600809.SH,山西汾酒,0.547,15963.0,261,17,600809,204.10
603296.SH,华勤技术,2.104,15908.5,262,17,603296,66.00
601162.SH,天风证券,1.034,15901.0,263,17,601162,3.91
601360.SH,三六零,2.402,15887.5,264,17,601360,10.23
603728.SH,鸣志电器,4.788,15839.5,265,17,603728,65.87
301382.SZ,蜂助手,7.303,15792.0,266,33,301382,39.38
300846.SZ,首都在线,4.420,15791.0,267,33,300846,19.61
301085.SZ,亚康股份,8.799,15789.5,268,33,301085,61.33
601689.SH,拓普集团,1.674,15768.0,269,17,601689,52.25
600170.SH,上海建工,-6.226,15699.0,270,17,600170,2.41
002376.SZ,新北洋,-5.832,15695.0,271,33,002376,6.62
001298.SZ,好上好,1.450,15626.5,272,33,001298,27.98
002048.SZ,宁波华翔,3.985,15618.0,273,33,002048,16.70
600105.SH,永鼎股份,0.637,15565.5,274,17,600105,6.32
002105.SZ,信隆健康,4.596,15547.5,275,33,002105,7.51
603662.SH,柯力传感,3.189,15540.0,276,17,603662,67.95
002734.SZ,利民股份,-4.588,15374.5,277,33,002734,13.31
605188.SH,国光连锁,-9.902,15356.5,278,17,605188,10.10
600590.SH,泰豪科技,4.983,15265.5,279,17,600590,9.27
002463.SZ,沪电股份,0.941,15230.5,280,33,002463,27.90
600278.SH,东方创业,-5.063,15171.0,281,17,600278,7.50
603983.SH,丸美生物,8.716,15166.0,282,17,603983,47.40
002335.SZ,科华数据,3.948,15135.5,284,33,002335,42.65
002667.SZ,威领股份,10.008,15135.5,283,33,002667,13.41
603121.SH,华培动力,2.458,15035.5,285,17,603121,24.18
688256.SH,寒武纪,-0.199,15008.5,286,17,688256,703.60
605488.SH,福莱新材,3.924,14967.5,287,17,605488,49.26
600030.SH,中信证券,0.280,14949.0,288,17,600030,25.08
002185.SZ,华天科技,-5.306,14819.0,289,33,002185,9.28
002044.SZ,美年健康,2.692,14810.5,290,33,002044,5.34
300364.SZ,中文在线,8.383,14803.5,291,33,300364,21.72
603767.SH,中马传动,4.178,14768.0,292,17,603767,15.21
000725.SZ,京东方A,0.524,14767.5,293,33,000725,3.84
002292.SZ,奥飞娱乐,4.935,14748.5,294,33,002292,8.93
300571.SZ,平治信息,2.187,14723.0,295,33,300571,33.17
002342.SZ,巨力索具,2.005,14648.5,296,33,002342,4.58
301209.SZ,联合化学,-3.714,14586.5,297,33,301209,94.36
000536.SZ,华映科技,2.594,14540.5,298,33,000536,4.35
300442.SZ,润泽科技,4.903,14526.0,299,33,300442,48.57
002104.SZ,恒宝股份,-2.104,14515.5,300,33,002104,7.91
601899.SH,紫金矿业,-0.964,14423.5,301,17,601899,17.46
600101.SH,明星电力,-2.962,14394.0,302,17,600101,11.14
300750.SZ,宁德时代,-0.228,14382.0,303,33,300750,231.50
000989.SZ,ST九芝,3.807,14322.0,304,33,000989,9.27
601318.SH,中国平安,-0.569,14275.0,305,17,601318,50.71
000759.SZ,中百集团,0.128,14249.0,306,33,000759,7.81
300611.SZ,美力科技,4.509,14166.5,307,33,300611,28.28
688981.SH,中芯国际,1.193,14122.5,308,17,688981,89.05
002639.SZ,雪人股份,1.740,14122.0,309,33,002639,7.60
002891.SZ,中宠股份,-2.353,14110.0,310,33,002891,56.45
600777.SH,ST新潮,1.262,14066.0,311,22,600777,3.21
600150.SH,中国船舶,-0.813,14063.5,312,17,600150,29.28
300476.SZ,胜宏科技,-1.042,13981.5,313,33,300476,73.15
603629.SH,利通电子,0.626,13949.0,314,17,603629,24.12
000966.SZ,长源电力,-6.168,13923.0,315,33,000966,5.02
300353.SZ,东土科技,1.907,13876.5,316,33,300353,20.84
301550.SZ,斯菱股份,13.238,13873.0,317,33,301550,118.90
000831.SZ,中国稀土,-0.287,13860.5,318,33,000831,31.22
688580.SH,伟思医疗,16.376,13860.0,319,17,688580,51.38
002400.SZ,省广集团,1.964,13817.5,320,33,002400,7.27
603005.SH,晶方科技,3.132,13654.0,321,17,603005,28.65
300017.SZ,网宿科技,3.280,13640.5,322,33,300017,11.65
002681.SZ,奋达科技,2.586,13607.5,323,33,002681,7.14
000409.SZ,云鼎科技,2.865,13598.5,324,33,000409,11.13
603605.SH,珀莱雅,2.821,13581.5,325,17,603605,95.50
000722.SZ,湖南发展,-6.219,13574.5,326,33,000722,11.16
600570.SH,恒生电子,2.085,13545.0,327,17,600570,25.95
688667.SH,菱电电控,20.000,13523.0,328,17,688667,54.90
600789.SH,鲁抗医药,-1.393,13500.0,329,17,600789,9.91
002582.SZ,好想你,-2.835,13494.0,330,33,002582,11.31
300024.SZ,机器人,3.030,13471.0,331,33,300024,16.66
300403.SZ,汉宇集团,3.791,13454.5,332,33,300403,16.70
002367.SZ,康力电梯,6.805,13436.5,333,33,002367,7.22
600116.SH,三峡水利,2.657,13415.0,334,17,600116,7.34
002153.SZ,石基信息,5.577,13413.5,335,33,002153,8.33
870199.BJ,倍益康,29.964,13350.0,336,151,870199,29.19
300180.SZ,华峰超纤,-3.590,13348.0,337,33,300180,7.25
600418.SH,江淮汽车,1.873,13298.0,338,17,600418,36.44
002183.SZ,怡亚通,2.960,13253.0,339,33,002183,4.87
002126.SZ,银轮股份,1.721,13249.5,340,33,002126,25.42
600584.SH,长电科技,1.242,13241.0,341,17,600584,33.43
003021.SZ,兆威机电,1.648,13234.5,342,33,003021,127.06
000993.SZ,闽东电力,-1.103,13230.0,343,33,000993,10.76
001696.SZ,宗申动力,1.447,13183.0,344,33,001696,21.04
600256.SH,广汇能源,1.047,13178.0,345,17,600256,5.79
000100.SZ,TCL科技,1.716,13170.0,346,33,000100,4.15
002527.SZ,新时达,3.441,13162.5,347,33,002527,14.43
600938.SH,中国海油,-0.358,13150.5,348,17,600938,25.02
300918.SZ,南山智尚,0.338,13117.5,349,33,300918,20.77
002093.SZ,国脉科技,1.276,13094.0,350,33,002093,11.11
600460.SH,士兰微,2.541,13039.5,351,17,600460,25.02
603335.SH,迪生力,2.050,13033.5,352,17,603335,4.48
002575.SZ,群兴玩具,4.854,12973.5,353,33,002575,9.72
301260.SZ,格力博,10.659,12865.5,354,33,301260,15.78
002034.SZ,旺能环境,10.000,12853.5,355,33,002034,17.82
601288.SH,农业银行,-3.041,12848.0,356,17,601288,5.42
000892.SZ,欢瑞世纪,5.556,12836.5,357,33,000892,3.61
603236.SH,移远通信,5.335,12826.5,358,17,603236,75.42
601579.SH,会稽山,-3.502,12813.0,359,17,601579,14.88
600633.SH,浙数文化,3.002,12751.5,360,17,600633,14.07
300622.SZ,博士眼镜,8.980,12698.5,361,33,300622,42.72
603128.SH,华贸物流,-2.548,12686.5,362,17,603128,6.12
600463.SH,空港股份,10.012,12652.5,363,17,600463,9.34
300911.SZ,亿田智能,10.610,12648.5,364,33,300911,50.25
001256.SZ,炜冈科技,10.014,12614.0,365,33,001256,22.96
301560.SZ,众捷汽车,-6.562,12590.5,366,33,301560,38.59
002384.SZ,东山精密,3.978,12584.5,367,33,002384,25.88
002415.SZ,海康威视,0.249,12490.0,368,33,002415,28.21
002469.SZ,三维化学,-6.483,12457.0,369,33,002469,8.80
300660.SZ,江苏雷利,4.076,12406.5,370,33,300660,60.00
002472.SZ,双环传动,3.980,12391.0,371,33,002472,33.70
600619.SH,海立股份,3.640,12342.0,372,17,600619,11.39
000958.SZ,电投产融,-0.312,12278.0,373,33,000958,6.40
000988.SZ,华工科技,2.141,12274.5,374,33,000988,40.55
000558.SZ,天府文旅,-1.235,12265.5,375,33,000558,4.00
002886.SZ,沃特股份,-4.059,12260.0,376,33,002886,19.38
001306.SZ,夏厦精密,6.370,12257.0,377,33,001306,88.00
002410.SZ,广联达,-1.993,12231.0,378,33,002410,14.75
600120.SH,浙江东方,1.874,12171.5,379,17,600120,5.98
600732.SH,爱旭股份,6.162,12164.0,380,17,600732,10.51
603266.SH,天龙股份,1.618,12133.0,381,17,603266,20.10
603072.SH,天和磁材,0.333,12115.5,382,17,603072,48.21
300344.SZ,ST立方,-19.974,12098.5,383,33,300344,6.21
002049.SZ,紫光国微,-0.637,12060.5,385,33,002049,63.98
688270.SH,臻镭科技,4.547,12060.5,384,17,688270,44.61
000560.SZ,我爱我家,-1.863,12056.5,386,33,000560,3.16
600822.SH,上海物贸,-0.911,12048.0,387,17,600822,10.88
601919.SH,中远海控,-0.760,12047.0,388,17,601919,14.36
300541.SZ,先进数通,2.761,12027.0,389,33,300541,13.40
301131.SZ,聚赛龙,-4.534,12019.5,390,33,301131,43.80
600979.SH,广安爱众,-0.850,11997.5,391,17,600979,5.83
002627.SZ,三峡旅游,-5.263,11985.5,392,33,002627,5.40
002837.SZ,英维克,2.199,11966.5,393,33,002837,31.61
603286.SH,日盈电子,6.410,11961.0,394,17,603286,33.70
301486.SZ,致尚科技,-2.516,11956.0,395,33,301486,60.05
301005.SZ,超捷股份,8.951,11952.5,396,33,301005,32.62
002657.SZ,中科金财,3.279,11951.0,397,33,002657,20.16
603087.SH,甘李药业,-1.630,11859.0,398,17,603087,47.69
000753.SZ,漳州发展,5.973,11832.5,399,33,000753,5.50
600051.SH,宁波联合,-7.500,11754.0,400,17,600051,6.66
600391.SH,航发科技,4.151,11724.0,401,17,600391,24.59
002714.SZ,牧原股份,0.430,11692.5,402,33,002714,39.67
002555.SZ,三七互娱,-5.535,11673.5,403,33,002555,15.19
002897.SZ,意华股份,4.354,11655.5,404,33,002897,41.22
002204.SZ,大连重工,-1.483,11638.0,405,33,002204,5.98
002277.SZ,友阿股份,0.755,11633.0,406,33,002277,5.34
300033.SZ,同花顺,0.583,11629.0,407,33,300033,258.60
600143.SH,金发科技,-0.091,11602.0,408,17,600143,10.95
300115.SZ,长盈精密,3.661,11474.0,409,33,300115,21.52
002156.SZ,通富微电,0.985,11460.5,410,33,002156,25.62
002173.SZ,创新医疗,2.232,11421.0,411,33,002173,9.16
603078.SH,江化微,1.754,11414.5,412,17,603078,19.72
603583.SH,捷昌驱动,3.673,11353.5,413,17,603583,42.90
600262.SH,北方股份,6.767,11344.0,414,17,600262,21.30
002383.SZ,合众思壮,-2.951,11246.5,415,33,002383,8.55
600536.SH,中国软件,0.733,11238.0,416,17,600536,45.38
603169.SH,兰石重装,-0.897,11218.0,417,17,603169,6.63
002124.SZ,ST天邦,,11206.0,418,33,002124,
002860.SZ,星帅尔,6.373,11158.0,419,33,002860,11.85
600726.SH,华电能源,-5.200,11102.5,420,17,600726,2.37
300358.SZ,楚天科技,8.273,11076.0,421,33,300358,7.46
300346.SZ,南大光电,2.596,11046.0,422,33,300346,39.52
002624.SZ,完美世界,2.181,11032.5,423,33,002624,13.59
600396.SH,华电辽能,-7.692,11022.5,424,17,600396,2.76
300963.SZ,中洲特材,-6.831,10980.5,425,33,300963,15.14
002908.SZ,德生科技,-3.783,10971.5,426,33,002908,9.41
688629.SH,华丰科技,5.955,10915.0,427,17,688629,59.43
601985.SH,中国核电,-1.072,10860.5,428,17,601985,9.23
603011.SH,合锻智能,1.240,10835.5,429,17,603011,9.80
300040.SZ,九洲集团,-0.561,10816.0,430,33,300040,7.09
601116.SH,三江购物,5.855,10798.0,431,17,601116,11.39
600690.SH,海尔智家,-0.998,10778.5,433,17,600690,24.79
300607.SZ,拓斯达,5.381,10689.5,434,33,300607,28.79
002587.SZ,奥拓电子,0.353,10677.5,435,33,002587,5.69
000573.SZ,粤宏远A,5.473,10673.0,436,33,000573,4.24
600392.SH,盛和资源,1.244,10665.5,437,17,600392,10.58
