股票代码,股票简称,最新涨跌幅,个股热度[20250506],个股热度排名[20250506],market_code,code,最新价
600255.SH,鑫科材料,0.974,4267.0,1135,17,600255,3.11
300148.SZ,天舟文化,1.991,4266.5,1136,33,300148,4.61
300386.SZ,飞天诚信,0.562,4265.0,1137,33,300386,16.10
002323.SZ,雅博股份,0.000,4264.5,1138,33,002323,1.44
600866.SH,星湖科技,-1.047,4264.0,1139,17,600866,7.56
002535.SZ,林州重机,4.432,4261.0,1140,33,002535,3.77
002416.SZ,爱施德,1.308,4260.5,1141,33,002416,11.62
603395.SH,红四方,-0.855,4243.5,1142,17,603395,44.09
002326.SZ,永太科技,2.067,4240.0,1143,33,002326,10.37
603721.SH,中广天择,,4236.5,1144,17,603721,
002246.SZ,北化股份,6.468,4235.0,1145,33,002246,10.70
603305.SH,旭升集团,2.303,4230.5,1146,17,603305,12.88
000967.SZ,盈峰环境,3.833,4224.0,1147,33,000967,5.96
300409.SZ,道氏技术,1.742,4222.5,1148,33,300409,14.02
603160.SH,汇顶科技,0.818,4217.5,1149,17,603160,70.27
603127.SH,昭衍新药,0.646,4210.0,1150,17,603127,15.59
603816.SH,顾家家居,-0.519,4200.0,1151,17,603816,24.94
300267.SZ,尔康制药,-1.718,4199.0,1153,33,300267,2.86
600280.SH,中央商场,-1.454,4199.0,1152,17,600280,3.39
300598.SZ,诚迈科技,3.147,4198.5,1155,33,300598,43.26
601777.SH,千里科技,1.142,4198.5,1154,17,601777,8.86
002922.SZ,伊戈尔,1.652,4197.0,1157,33,002922,15.38
600089.SH,特变电工,0.174,4197.0,1156,17,600089,11.53
001258.SZ,立新能源,-0.150,4192.5,1159,33,001258,6.65
601668.SH,中国建筑,0.000,4192.5,1158,17,601668,5.51
000713.SZ,丰乐种业,-2.072,4188.5,1160,33,000713,7.09
688327.SH,云从科技,3.890,4187.0,1161,17,688327,13.62
600882.SH,妙可蓝多,-1.698,4182.5,1162,17,600882,26.05
600977.SH,中国电影,-2.301,4181.5,1163,17,600977,10.19
002559.SZ,亚威股份,2.921,4180.0,1164,33,002559,9.16
601688.SH,华泰证券,1.262,4179.5,1165,17,601688,16.05
300663.SZ,科蓝软件,2.410,4177.0,1166,33,300663,15.30
002132.SZ,恒星科技,0.633,4175.5,1168,33,002132,3.18
002542.SZ,中化岩土,0.997,4175.5,1167,33,002542,3.04
603580.SH,*ST艾艾,-4.973,4173.5,1169,22,603580,15.86
300763.SZ,锦浪科技,-1.615,4169.0,1170,33,300763,52.40
002713.SZ,*ST东易,4.938,4168.5,1171,33,002713,4.25
000656.SZ,*ST金科,3.846,4168.0,1172,33,000656,1.35
300125.SZ,*ST聆达,16.438,4167.0,1173,33,300125,6.80
600893.SH,航发动力,0.092,4165.0,1174,17,600893,32.80
000937.SZ,冀中能源,0.971,4162.5,1175,33,000937,6.24
600183.SH,生益科技,0.747,4162.0,1176,17,600183,24.29
600326.SH,西藏天路,-3.186,4156.0,1177,17,600326,6.99
000856.SZ,冀东装备,2.364,4155.0,1178,33,000856,9.96
300498.SZ,温氏股份,0.475,4154.5,1179,33,300498,16.94
002434.SZ,万里扬,2.801,4145.0,1180,33,002434,7.34
002633.SZ,申科股份,-2.119,4136.5,1181,33,002633,12.01
600435.SH,北方导航,3.731,4134.5,1182,17,600435,11.12
301335.SZ,天元宠物,-2.732,4133.5,1184,33,301335,24.21
600718.SH,东软集团,2.035,4133.5,1183,17,600718,10.03
000055.SZ,方大集团,-2.427,4131.5,1185,33,000055,4.02
301591.SZ,肯特股份,-1.919,4130.0,1186,33,301591,39.87
603200.SH,上海洗霸,1.174,4128.5,1187,17,603200,35.32
002651.SZ,利君股份,1.708,4128.0,1188,33,002651,6.55
300503.SZ,昊志机电,2.932,4125.5,1189,33,300503,23.52
002212.SZ,天融信,1.122,4125.0,1190,33,002212,7.21
600960.SH,渤海汽车,4.360,4124.5,1191,17,600960,3.83
300782.SZ,卓胜微,0.201,4121.0,1192,33,300782,74.85
601336.SH,新华保险,1.156,4118.5,1193,17,601336,48.11
002558.SZ,巨人网络,0.207,4117.0,1194,33,002558,14.53
603693.SH,江苏新能,-1.000,4115.5,1195,17,603693,11.88
000528.SZ,柳工,-1.294,4114.5,1196,33,000528,9.92
000638.SZ,*ST万方,-2.516,4113.5,1197,33,000638,3.10
002903.SZ,宇环数控,1.960,4111.5,1199,33,002903,20.81
301509.SZ,金凯生科,-3.421,4111.5,1198,33,301509,29.93
603345.SH,安井食品,-0.883,4108.5,1201,17,603345,76.30
688521.SH,芯原股份,3.917,4108.5,1200,17,688521,96.03
002254.SZ,泰和新材,0.493,4107.0,1202,33,002254,10.20
600600.SH,青岛啤酒,-0.681,4106.5,1203,17,600600,74.40
300499.SZ,高澜股份,2.891,4104.0,1204,33,300499,18.15
002773.SZ,康弘药业,-0.072,4097.5,1205,33,002773,27.91
600615.SH,丰华股份,0.085,4095.5,1206,17,600615,11.72
688568.SH,中科星图,6.310,4094.5,1207,17,688568,53.07
600004.SH,白云机场,2.730,4093.5,1209,17,600004,9.03
601628.SH,中国人寿,0.221,4093.5,1208,17,601628,36.31
600666.SH,奥瑞德,-0.388,4091.0,1210,17,600666,2.57
300240.SZ,飞力达,-1.187,4088.0,1211,33,300240,7.49
002480.SZ,新筑股份,2.830,4080.0,1212,33,002480,5.45
300350.SZ,华鹏飞,-2.083,4077.5,1213,33,300350,5.64
603398.SH,沐邦高科,,4077.0,1214,17,603398,
002518.SZ,科士达,2.780,4075.0,1215,33,002518,22.55
601003.SH,柳钢股份,-1.529,4072.5,1216,17,601003,3.22
301368.SZ,丰立智能,3.074,4070.0,1217,33,301368,71.43
600535.SH,天士力,2.218,4063.5,1218,17,600535,15.21
300870.SZ,欧陆通,3.544,4059.5,1219,33,300870,108.98
002731.SZ,萃华珠宝,5.647,4054.5,1221,33,002731,10.29
688411.SH,海博思创,13.607,4054.5,1220,17,688411,74.31
002516.SZ,旷达科技,5.895,4051.5,1222,33,002516,5.03
002905.SZ,金逸影视,1.892,4045.0,1223,33,002905,8.08
688609.SH,九联科技,6.250,4044.0,1224,17,688609,9.69
600675.SH,中华企业,3.333,4037.0,1225,17,600675,2.79
601717.SH,郑煤机,-0.864,4030.0,1226,17,601717,14.92
300002.SZ,神州泰岳,0.922,4024.5,1227,33,300002,10.95
600559.SH,老白干酒,-0.516,4020.5,1229,17,600559,17.36
600686.SH,金龙汽车,1.435,4020.5,1228,17,600686,12.72
601099.SH,太平洋,0.280,4019.5,1230,17,601099,3.58
002407.SZ,多氟多,1.308,4014.5,1232,33,002407,11.62
603120.SH,肯特催化,-0.840,4014.5,1231,17,603120,35.41
002232.SZ,启明信息,2.936,4011.5,1233,33,002232,16.83
600072.SH,中船科技,-1.849,4005.5,1234,17,600072,11.68
603255.SH,鼎际得,0.835,4005.0,1235,17,603255,24.16
000951.SZ,中国重汽,-5.196,4003.5,1236,33,000951,16.97
600067.SH,冠城新材,7.083,3999.5,1237,17,600067,2.57
603956.SH,威派格,3.537,3997.5,1238,17,603956,6.44
002428.SZ,云南锗业,-0.589,3991.5,1240,33,002428,18.58
300324.SZ,旋极信息,3.693,3991.5,1239,33,300324,3.65
600715.SH,*ST文投,,3982.0,1241,22,600715,
300475.SZ,香农芯创,-1.097,3981.5,1242,33,300475,30.66
002820.SZ,桂发祥,-0.189,3977.5,1243,33,002820,10.59
603103.SH,横店影视,-1.384,3976.0,1244,17,603103,15.68
000736.SZ,*ST中地,0.000,3975.5,1245,33,000736,3.91
300068.SZ,南都电源,1.804,3969.5,1246,33,300068,14.11
002141.SZ,*ST贤丰,5.116,3969.0,1247,33,002141,2.26
600776.SH,东方通信,0.099,3968.5,1248,17,600776,10.15
300380.SZ,安硕信息,1.660,3967.0,1249,33,300380,47.78
002803.SZ,吉宏股份,-0.578,3959.0,1251,33,002803,13.76
600470.SH,六国化工,-6.320,3959.0,1250,17,600470,5.04
600355.SH,*ST精伦,-5.018,3955.5,1252,22,600355,2.65
603595.SH,东尼电子,5.973,3954.0,1253,17,603595,16.50
300530.SZ,领湃科技,2.276,3952.0,1254,33,300530,25.17
000799.SZ,酒鬼酒,-0.116,3951.0,1255,33,000799,42.90
000969.SZ,安泰科技,0.358,3943.0,1256,33,000969,11.21
605319.SH,无锡振华,6.505,3942.0,1257,17,605319,33.40
002321.SZ,华英农业,-3.419,3941.5,1258,33,002321,2.26
300450.SZ,先导智能,2.522,3939.0,1259,33,300450,19.92
300001.SZ,特锐德,-0.216,3938.0,1260,33,300001,23.09
002446.SZ,盛路通信,0.000,3935.5,1261,33,002446,6.40
002389.SZ,航天彩虹,1.750,3931.0,1262,33,002389,18.02
603082.SH,北自科技,3.314,3924.5,1263,17,603082,38.66
603806.SH,福斯特,0.574,3908.5,1264,17,603806,12.26
000998.SZ,隆平高科,-0.099,3908.0,1265,33,000998,10.11
000581.SZ,威孚高科,1.611,3907.0,1266,33,000581,19.55
603444.SH,吉比特,2.028,3902.0,1267,17,603444,239.00
300093.SZ,*ST金刚,-6.460,3893.0,1268,33,300093,6.95
000920.SZ,沃顿科技,-1.910,3892.5,1269,33,000920,9.76
002878.SZ,元隆雅图,3.434,3887.5,1270,33,002878,14.46
600635.SH,大众公用,3.955,3886.5,1271,17,600635,3.68
300230.SZ,永利股份,0.467,3881.0,1272,33,300230,4.30
600456.SH,宝钛股份,-0.171,3879.0,1273,17,600456,29.18
603308.SH,应流股份,-0.704,3872.5,1274,17,603308,19.76
302132.SZ,中航成飞,1.101,3870.5,1275,33,302132,58.75
000157.SZ,中联重科,0.687,3869.5,1277,33,000157,7.33
000610.SZ,西安旅游,-1.535,3869.5,1276,33,000610,12.83
002796.SZ,世嘉科技,0.848,3861.0,1278,33,002796,10.71
300988.SZ,津荣天宇,2.039,3860.0,1279,33,300988,20.02
300413.SZ,芒果超媒,0.977,3857.5,1280,33,300413,22.73
832876.BJ,慧为智能,10.323,3855.5,1281,151,832876,28.00
002612.SZ,朗姿股份,1.275,3851.0,1283,33,002612,15.89
002698.SZ,博实股份,1.835,3851.0,1282,33,002698,16.65
300348.SZ,长亮科技,1.687,3849.5,1284,33,300348,12.66
300067.SZ,安诺其,-0.191,3848.0,1285,33,300067,5.22
001289.SZ,龙源电力,0.119,3847.5,1286,33,001289,16.80
002361.SZ,神剑股份,0.877,3845.5,1288,33,002361,5.75
603399.SH,永杉锂业,-2.197,3845.5,1287,17,603399,8.46
301117.SZ,佳缘科技,6.813,3844.5,1289,33,301117,24.30
002187.SZ,广百股份,0.146,3839.5,1290,33,002187,6.87
603516.SH,淳中科技,1.658,3839.0,1291,17,603516,34.33
601136.SH,首创证券,-2.626,3838.5,1292,17,601136,18.91
002303.SZ,美盈森,-1.412,3832.0,1293,33,002303,3.49
600775.SH,南京熊猫,1.448,3831.5,1294,17,600775,9.11
830896.BJ,旺成科技,14.020,3830.5,1295,151,830896,20.25
300198.SZ,ST纳川,-10.288,3828.0,1296,33,300198,2.18
601083.SH,锦江航运,-3.053,3826.5,1297,17,601083,10.48
000539.SZ,粤电力A,-4.878,3821.0,1298,33,000539,4.29
301269.SZ,华大九天,0.362,3813.0,1299,33,301269,119.19
001382.SZ,新亚电缆,0.237,3812.0,1300,33,001382,21.15
002601.SZ,龙佰集团,0.425,3811.5,1301,33,002601,16.54
603607.SH,京华激光,0.373,3804.5,1302,17,603607,18.86
301535.SZ,浙江华远,0.818,3803.0,1303,33,301535,18.49
001318.SZ,阳光乳业,0.000,3800.0,1304,33,001318,12.90
002324.SZ,普利特,-1.243,3796.5,1305,33,002324,10.33
601126.SH,四方股份,1.768,3795.5,1306,17,601126,17.27
002449.SZ,国星光电,1.422,3793.5,1307,33,002449,8.56
689009.SH,九号公司,-0.994,3785.0,1308,17,689009,62.75
300484.SZ,蓝海华腾,2.270,3782.5,1309,33,300484,20.27
300130.SZ,新国都,-0.045,3781.5,1310,33,300130,22.08
300922.SZ,天秦装备,0.092,3778.5,1312,33,300922,21.73
601816.SH,京沪高铁,-0.684,3778.5,1311,17,601816,5.81
002906.SZ,华阳集团,4.950,3776.0,1313,33,002906,31.17
688787.SH,海天瑞声,9.300,3775.0,1314,17,688787,97.78
002490.SZ,ST墨龙,,3773.0,1315,33,002490,
300829.SZ,金丹科技,-4.106,3768.5,1316,33,300829,18.45
603967.SH,中创物流,-0.088,3763.5,1317,17,603967,11.41
300925.SZ,法本信息,2.879,3760.0,1318,33,300925,21.44
002457.SZ,青龙管业,-1.596,3759.0,1319,33,002457,11.10
002063.SZ,远光软件,0.708,3756.0,1320,33,002063,5.69
600624.SH,复旦复华,4.690,3755.0,1321,17,600624,6.25
603283.SH,赛腾股份,-3.444,3750.0,1322,17,603283,43.18
601169.SH,北京银行,-4.153,3744.0,1323,17,601169,6.00
600303.SH,曙光股份,-6.098,3742.0,1324,17,600303,3.85
603317.SH,天味食品,-3.442,3741.5,1325,17,603317,11.22
873593.BJ,鼎智科技,6.725,3740.5,1326,151,873593,49.99
603369.SH,今世缘,2.442,3737.0,1327,17,603369,47.40
001400.SZ,江顺科技,-2.256,3735.5,1328,33,001400,55.03
601929.SH,吉视传媒,1.754,3734.5,1329,17,601929,1.74
000792.SZ,盐湖股份,-0.559,3730.0,1330,33,000792,16.00
301077.SZ,星华新材,-8.406,3729.5,1331,33,301077,31.60
600698.SH,湖南天雁,2.514,3726.5,1332,17,600698,5.71
600593.SH,大连圣亚,-0.623,3714.5,1334,17,600593,28.70
688591.SH,泰凌微,7.450,3714.5,1333,17,688591,40.24
600399.SH,抚顺特钢,-4.223,3712.0,1335,17,600399,4.99
300927.SZ,江天化学,-5.410,3710.0,1336,33,300927,24.13
002213.SZ,大为股份,2.088,3704.5,1337,33,002213,14.18
002996.SZ,顺博合金,1.339,3704.0,1338,33,002996,6.81
000677.SZ,恒天海龙,0.973,3703.0,1339,33,000677,4.15
600362.SH,江西铜业,-0.654,3699.5,1340,17,600362,21.28
002819.SZ,东方中科,2.392,3697.0,1341,33,002819,26.54
600129.SH,太极集团,0.049,3695.5,1342,17,600129,20.59
300822.SZ,贝仕达克,0.348,3685.5,1343,33,300822,20.16
603378.SH,亚士创能,4.437,3683.0,1344,17,603378,6.12
600059.SH,古越龙山,-3.176,3682.5,1345,17,600059,8.84
000599.SZ,青岛双星,1.354,3679.5,1346,33,000599,4.49
600161.SH,天坛生物,-0.052,3669.5,1347,17,600161,19.09
300723.SZ,一品红,1.659,3663.5,1348,33,300723,39.83
002235.SZ,安妮股份,-0.389,3660.5,1349,33,002235,5.12
002024.SZ,ST易购,-3.061,3659.5,1351,33,002024,1.90
603800.SH,洪田股份,4.163,3659.5,1350,17,603800,23.02
603256.SH,宏和科技,-4.550,3657.0,1352,17,603256,9.02
600835.SH,上海机电,3.648,3649.5,1353,17,600835,22.16
301518.SZ,长华化学,-6.845,3647.5,1354,33,301518,19.19
000783.SZ,长江证券,2.556,3646.0,1356,33,000783,6.42
002767.SZ,先锋电子,2.050,3646.0,1355,33,002767,15.93
600696.SH,*ST岩石,-4.952,3639.5,1357,22,600696,5.95
301275.SZ,汉朔科技,3.874,3636.5,1358,33,301275,57.38
300221.SZ,银禧科技,0.459,3636.0,1359,33,300221,8.76
002231.SZ,*ST奥维,-5.031,3634.0,1360,33,002231,3.02
873833.BJ,美心翼申,16.081,3630.0,1361,151,873833,21.80
603000.SH,人民网,0.101,3627.5,1362,17,603000,19.81
603117.SH,万林物流,-5.565,3625.0,1363,17,603117,5.77
002943.SZ,宇晶股份,-2.435,3621.5,1364,33,002943,24.04
300650.SZ,太龙股份,2.642,3620.0,1365,33,300650,15.15
600506.SH,统一股份,2.175,3619.0,1366,17,600506,18.79
600053.SH,九鼎投资,-3.048,3615.5,1367,17,600053,13.04
300721.SZ,怡达股份,-5.533,3615.0,1368,33,300721,13.66
601519.SH,大智慧,1.665,3612.0,1369,17,601519,8.55
002200.SZ,*ST交投,4.980,3611.5,1370,33,002200,7.80
300119.SZ,瑞普生物,-2.018,3607.0,1371,33,300119,20.39
300699.SZ,光威复材,-0.309,3606.5,1372,33,300699,29.06
002001.SZ,新和成,0.000,3605.5,1373,33,002001,22.11
000530.SZ,冰山冷热,0.575,3605.0,1375,33,000530,5.25
600026.SH,中远海能,-1.437,3605.0,1374,17,600026,10.29
002137.SZ,实益达,2.466,3604.5,1376,33,002137,7.48
688615.SH,合合信息,5.844,3600.0,1377,17,688615,250.48
601566.SH,九牧王,-2.450,3595.0,1378,17,601566,8.76
002486.SZ,嘉麟杰,5.314,3587.5,1379,33,002486,2.18
601390.SH,中国中铁,-0.361,3587.0,1380,17,601390,5.52
301231.SZ,荣信文化,5.464,3585.5,1381,33,301231,27.60
300204.SZ,舒泰神,-0.553,3583.5,1382,33,300204,10.80
002735.SZ,王子新材,0.963,3581.5,1385,33,002735,9.44
600629.SH,华建集团,-1.330,3581.5,1384,17,600629,8.16
601877.SH,正泰电器,-0.890,3581.5,1383,17,601877,22.27
603777.SH,来伊份,0.153,3576.5,1386,17,603777,13.09
300603.SZ,立昂技术,2.529,3571.0,1387,33,300603,10.54
000425.SZ,徐工机械,-2.002,3557.5,1388,33,000425,8.81
300623.SZ,捷捷微电,1.245,3556.5,1389,33,300623,29.28
002603.SZ,以岭药业,1.627,3555.5,1390,33,002603,13.74
300630.SZ,普利退,-1.409,3552.5,1391,37,300630,0.70
600727.SH,鲁北化工,-1.078,3550.0,1392,17,600727,7.34
600841.SH,动力新科,3.482,3548.5,1393,17,600841,5.35
001228.SZ,永泰运,4.663,3545.0,1394,33,001228,21.55
300888.SZ,稳健医疗,0.269,3544.0,1395,33,300888,52.22
300702.SZ,天宇股份,3.776,3543.5,1396,33,300702,22.26
601619.SH,嘉泽新能,-1.897,3536.0,1397,17,601619,3.62
002866.SZ,传艺科技,0.657,3532.0,1398,33,002866,15.32
301052.SZ,果麦文化,4.163,3531.0,1399,33,301052,35.03
001309.SZ,德明利,0.727,3528.5,1401,33,001309,127.50
300252.SZ,金信诺,1.708,3528.5,1400,33,300252,9.53
000488.SZ,ST晨鸣,0.571,3527.5,1402,33,000488,1.76
002421.SZ,达实智能,-3.939,3527.0,1403,33,002421,3.17
603682.SH,锦和商管,1.287,3524.0,1404,17,603682,5.51
000428.SZ,华天酒店,-0.949,3523.0,1405,33,000428,3.13
300046.SZ,台基股份,1.774,3520.0,1406,33,300046,30.98
600778.SH,友好集团,1.286,3512.0,1407,17,600778,6.30
600198.SH,大唐电信,2.073,3508.0,1408,17,600198,7.88
600719.SH,大连热电,-1.347,3503.5,1410,17,600719,6.59
688400.SH,凌云光,5.342,3503.5,1409,17,688400,28.20
600009.SH,上海机场,0.062,3498.0,1411,17,600009,32.10
603079.SH,圣达生物,-2.059,3497.0,1412,17,603079,16.65
601328.SH,交通银行,-1.321,3494.0,1413,17,601328,7.47
600228.SH,*ST返利,-4.893,3493.0,1414,22,600228,3.11
603173.SH,福斯达,-1.446,3492.5,1415,17,603173,29.98
300031.SZ,宝通科技,1.951,3487.0,1416,33,300031,22.99
002142.SZ,宁波银行,-1.443,3486.0,1417,33,002142,23.90
002695.SZ,煌上煌,2.831,3485.5,1420,33,002695,10.17
002801.SZ,微光股份,4.227,3485.5,1419,33,002801,33.04
600983.SH,惠而浦,-1.798,3485.5,1418,17,600983,9.83
002691.SZ,冀凯股份,2.538,3481.0,1421,33,002691,8.08
002067.SZ,景兴纸业,-2.793,3475.5,1422,33,002067,3.48
000813.SZ,德展健康,-2.303,3474.0,1423,33,000813,2.97
301310.SZ,鑫宏业,4.857,3473.5,1424,33,301310,34.76
605056.SH,咸亨国际,0.342,3468.5,1425,17,605056,14.67
002086.SZ,东方海洋,0.797,3467.5,1426,33,002086,2.53
601500.SH,通用股份,-3.397,3466.5,1429,17,601500,4.55
601606.SH,长城军工,1.518,3466.5,1428,17,601606,12.04
605377.SH,华旺科技,-6.229,3466.5,1427,17,605377,10.99
000715.SZ,中兴商业,-1.664,3463.0,1430,33,000715,7.09
601117.SH,中国化学,1.752,3460.5,1431,17,601117,7.55
600638.SH,新黄浦,3.945,3459.5,1432,17,600638,5.27
300127.SZ,银河磁体,1.029,3459.0,1433,33,300127,24.54
301212.SZ,联盛化学,-7.600,3457.5,1434,33,301212,25.41
688208.SH,道通科技,4.044,3456.5,1435,17,688208,41.68
300073.SZ,当升科技,1.338,3451.0,1436,33,300073,37.87
002875.SZ,安奈儿,4.968,3449.5,1437,33,002875,13.10
300326.SZ,凯利泰,,3444.5,1438,33,300326,
601319.SH,中国人保,-0.703,3443.0,1439,17,601319,7.06
832982.BJ,锦波生物,3.070,3440.5,1440,151,832982,426.00
000733.SZ,振华科技,-1.522,3439.5,1441,33,000733,51.12
002609.SZ,捷顺科技,0.978,3439.0,1442,33,002609,10.33
600173.SH,卧龙地产,-3.107,3438.5,1443,17,600173,6.55
300505.SZ,川金诺,-2.831,3433.0,1444,33,300505,16.82
002351.SZ,漫步者,1.561,3432.5,1445,33,002351,13.01
600452.SH,涪陵电力,-1.354,3431.0,1447,17,600452,9.47
600711.SH,ST盛屯,-0.370,3431.0,1446,22,600711,5.39
600128.SH,苏豪弘业,-1.881,3429.5,1448,17,600128,9.39
603228.SH,景旺电子,1.530,3428.5,1449,17,603228,27.87
605589.SH,圣泉集团,6.232,3428.0,1450,17,605589,26.25
002791.SZ,坚朗五金,0.353,3421.5,1451,33,002791,22.72
601865.SH,福莱特,2.526,3420.0,1452,17,601865,15.02
002127.SZ,南极电商,0.228,3419.0,1453,33,002127,4.39
002368.SZ,太极股份,1.648,3418.0,1454,33,002368,24.05
000860.SZ,顺鑫农业,0.189,3417.5,1456,33,000860,15.93
920106.BJ,林泰新材,10.465,3417.5,1455,151,920106,142.50
600188.SH,兖矿能源,-0.408,3413.5,1457,17,600188,12.20
600804.SH,*ST鹏博,,3412.0,1458,22,600804,
601995.SH,中金公司,-0.152,3410.5,1459,17,601995,32.85
001367.SZ,海森药业,0.379,3408.0,1460,33,001367,29.12
301392.SZ,汇成真空,0.685,3406.5,1461,33,301392,124.90
600160.SH,巨化股份,-0.353,3400.0,1462,17,600160,25.41
605337.SH,李子园,-0.881,3394.5,1463,17,605337,12.38
000777.SZ,中核科技,-0.767,3393.5,1464,33,000777,16.82
603109.SH,神驰机电,0.626,3392.5,1465,17,603109,20.89
300454.SZ,深信服,0.885,3391.5,1466,33,300454,98.06
002162.SZ,悦心健康,1.282,3389.5,1468,33,002162,3.95
300063.SZ,天龙集团,2.369,3389.5,1467,33,300063,8.21
002297.SZ,博云新材,0.295,3389.0,1469,33,002297,6.80
002419.SZ,天虹股份,0.188,3388.5,1470,33,002419,5.33
002827.SZ,高争民爆,-2.673,3387.5,1471,33,002827,28.40
600210.SH,紫江企业,-3.687,3386.0,1472,17,600210,6.27
002179.SZ,中航光电,-0.221,3385.5,1473,33,002179,40.63
601669.SH,中国电建,-2.680,3377.0,1474,17,601669,4.72
002007.SZ,华兰生物,0.184,3375.0,1475,33,002007,16.38
600863.SH,内蒙华电,-0.746,3373.0,1477,17,600863,3.99
601698.SH,中国卫通,-0.786,3373.0,1476,17,601698,18.93
000630.SZ,铜陵有色,-0.629,3371.5,1478,33,000630,3.16
601611.SH,中国核建,-1.160,3369.0,1479,17,601611,8.52
002056.SZ,横店东磁,0.926,3367.0,1480,33,002056,13.08
002838.SZ,道恩股份,0.580,3363.5,1481,33,002838,15.61
300054.SZ,鼎龙股份,1.499,3362.5,1482,33,300054,29.80
002529.SZ,*ST海源,5.098,3361.0,1483,33,002529,5.36
688595.SH,芯海科技,7.255,3357.0,1484,17,688595,38.88
300777.SZ,中简科技,-0.364,3353.5,1485,33,300777,35.55
600759.SH,洲际油气,0.490,3352.0,1486,17,600759,2.05
300444.SZ,双杰电气,0.316,3349.0,1487,33,300444,6.35
000825.SZ,太钢不锈,-1.671,3348.0,1488,33,000825,3.53
603326.SH,我乐家居,-1.320,3347.5,1489,17,603326,8.97
831856.BJ,浩淼科技,8.480,3342.0,1490,151,831856,25.84
600127.SH,金健米业,0.602,3340.0,1492,17,600127,6.69
603565.SH,中谷物流,-0.186,3340.0,1491,17,603565,10.76
601872.SH,招商轮船,-2.985,3339.5,1493,17,601872,5.85
001333.SZ,光华股份,-5.139,3336.5,1494,33,001333,20.86
300533.SZ,冰川网络,2.853,3334.0,1495,33,300533,22.71
600390.SH,五矿资本,-0.192,3333.5,1496,17,600390,5.21
001282.SZ,三联锻造,4.200,3330.0,1497,33,001282,26.05
603268.SH,*ST松发,5.004,3329.0,1498,22,603268,37.14
002605.SZ,姚记科技,2.850,3328.5,1499,33,002605,27.07
600674.SH,川投能源,0.000,3327.0,1500,17,600674,16.99
600622.SH,光大嘉宝,3.346,3322.5,1501,17,600622,2.78
002716.SZ,湖南白银,-1.127,3322.0,1502,33,002716,3.51
300904.SZ,威力传动,8.011,3318.0,1503,33,300904,56.36
300102.SZ,乾照光电,2.312,3317.0,1504,33,300102,10.62
300591.SZ,万里马,3.239,3315.5,1505,33,300591,5.10
000908.SZ,*ST景峰,-5.058,3314.5,1506,33,000908,4.88
600636.SH,*ST国化,5.031,3313.0,1507,22,600636,6.68
000065.SZ,北方国际,-3.575,3309.5,1508,33,000065,10.25
002501.SZ,利源股份,2.000,3307.0,1510,33,002501,2.04
301022.SZ,海泰科,1.995,3307.0,1509,33,301022,27.61
300446.SZ,航天智造,2.267,3305.0,1511,33,300446,17.14
000682.SZ,东方电子,-2.154,3304.5,1512,33,000682,9.54
002386.SZ,天原股份,-2.883,3295.0,1513,33,002386,4.38
300166.SZ,东方国信,1.340,3294.5,1514,33,300166,9.83
002040.SZ,南京港,-2.770,3294.0,1516,33,002040,6.67
600096.SH,云天化,0.224,3294.0,1515,17,600096,22.33
600868.SH,梅雁吉祥,-0.343,3292.5,1517,17,600868,2.91
600308.SH,华泰股份,0.888,3291.0,1518,17,600308,3.41
000506.SZ,*ST中润,-1.473,3273.5,1519,33,000506,6.69
300147.SZ,ST香雪,5.120,3271.5,1520,33,300147,6.16
603596.SH,伯特利,-2.997,3270.0,1521,17,603596,57.62
300961.SZ,深水海纳,3.458,3265.0,1522,33,300961,14.36
001222.SZ,源飞宠物,2.092,3264.0,1523,33,001222,14.64
600737.SH,中粮糖业,0.108,3262.5,1524,17,600737,9.29
300569.SZ,天能重工,0.636,3255.0,1525,33,300569,4.75
001279.SZ,强邦新材,0.157,3251.0,1527,33,001279,38.41
002855.SZ,捷荣技术,3.214,3251.0,1526,33,002855,16.38
001270.SZ,*ST铖昌,-1.892,3250.0,1529,33,001270,33.71
600697.SH,欧亚集团,-2.089,3250.0,1528,17,600697,11.72
002033.SZ,丽江股份,-2.637,3248.5,1531,33,002033,8.86
002239.SZ,奥特佳,1.064,3248.5,1530,33,002239,2.85
300035.SZ,中科电气,0.265,3247.0,1533,33,300035,15.15
600562.SH,国睿科技,1.117,3247.0,1532,17,600562,20.83
603660.SH,苏州科达,3.611,3246.0,1534,17,603660,6.60
600019.SH,宝钢股份,-1.299,3245.5,1536,17,600019,6.84
600258.SH,首旅酒店,-3.243,3245.5,1535,17,600258,14.32
001255.SZ,博菲电气,-1.482,3245.0,1537,33,001255,26.60
002643.SZ,万润股份,0.738,3241.5,1539,33,002643,10.92
600409.SH,三友化工,-4.519,3241.5,1538,17,600409,4.86
002374.SZ,中锐股份,5.042,3230.0,1541,33,002374,2.50
603358.SH,华达科技,0.144,3230.0,1540,17,603358,34.90
600029.SH,南方航空,-1.230,3229.0,1542,17,600029,5.62
600765.SH,中航重机,0.739,3212.5,1543,17,600765,15.00
605111.SH,新洁能,1.544,3211.5,1544,17,605111,30.92
002523.SZ,天桥起重,0.288,3209.5,1545,33,002523,3.48
300451.SZ,创业慧康,1.786,3208.5,1546,33,300451,5.70
601238.SH,广汽集团,2.561,3207.0,1547,17,601238,8.01
